ACRS Report Type,Date and Time,Route Type,Road Name,Municipality,Collision Type,Weather,Surface Condition,Light,Traffic Control,Driver At Fault,Injury Severity,Driver Distracted By,Vehicle Body Type,Vehicle Movement,Vehicle Continuing Dir,Vehicle Going Dir,Speed Limit,Vehicle Year,Vehicle Make,Wind Speed (MPH),TMP10-DK ,Relative Humidity (%),Rain (Inches)
Injury Crash,02-06-2022 14:20,County,GREENTREE RD,N/A,ANGLE MEETS LEFT TURN,CLEAR,DRY,DAYLIGHT,STOP SIGN,Yes,SUSPECTED MINOR INJURY,LOOKED BUT DID NOT SEE,"CARGO VAN/LIGHT TRUCK 2 AXLES (OVER 10,000LBS (4,536 KG))",ACCELERATING,South,South,20,2017,GMC,0,0,0,0
Property Damage Crash,02-06-2022 14:20,,,,OTHER,CLEAR,,DAYLIGHT,NO CONTROLS,Yes,NO APPARENT INJURY,NOT DISTRACTED,TRANSIT BUS,ACCELERATING,East,East,20,2022,BUS,0,0,0,0
Property Damage Crash,02-06-2022 15:50,County,SUNDOWN RD,N/A,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,MAKING LEFT TURN,East,South,40,2008,HOND,0,0,0,0
Injury Crash,02-06-2022 15:50,Maryland (State),GEORGIA AVE,N/A,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,No,POSSIBLE INJURY,NOT DISTRACTED,PASSENGER CAR,STOPPED IN TRAFFIC LANE,West,South,50,2013,TOYOTA,2.2,42,40.8,0
Injury Crash,02-06-2022 15:53,Interstate (State),EISENHOWER MEMORIAL HWY,N/A,SAME DIR REAR END,CLEAR,DRY,DUSK,NO CONTROLS,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,PASSENGER CAR,MOVING CONSTANT SPEED,South,South,55,2012,MERZ,1.6,62,26.5,0
Injury Crash,02-06-2022 15:53,Maryland (State),GERMANTOWN RD,N/A,SAME DIR REAR END,RAINING,WET,DAYLIGHT,TRAFFIC SIGNAL,No,POSSIBLE INJURY,NOT DISTRACTED,PASSENGER CAR,STOPPED IN TRAFFIC LANE,North,North,40,2007,FORD,3.5,35.2,33.1,0
Property Damage Crash,02-06-2022 16:25,County,TUCKERMAN LA,N/A,SAME DIR REND LEFT TURN,CLEAR,DRY,DAYLIGHT,NO CONTROLS,Yes,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,MOVING CONSTANT SPEED,South,West,40,2022,KIA,6.8,43.9,30.2,0
Injury Crash,02-06-2022 16:25,Maryland (State),NORBECK RD,N/A,OTHER,CLEAR,DRY,DAYLIGHT,NO CONTROLS,Yes,POSSIBLE INJURY,NOT DISTRACTED,PICKUP TRUCK,MOVING CONSTANT SPEED,West,West,45,2000,FORD,4.1,49.3,38.5,0
Property Damage Crash,02-06-2022 16:57,County,FALLS RD,N/A,HEAD ON LEFT TURN,RAINING,WET,DAYLIGHT,TRAFFIC SIGNAL,No,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,MAKING LEFT TURN,West,West,30,2016,TOYOTA,12.3,33.9,20.1,0
Injury Crash,02-06-2022 16:57,County,HIGHLAND HALL DR,N/A,SINGLE VEHICLE,CLEAR,ICE,DAWN,NO CONTROLS,Yes,POSSIBLE INJURY,NOT DISTRACTED,(SPORT) UTILITY VEHICLE,MOVING CONSTANT SPEED,South,South,25,2002,TOYT,4.5,41.5,41.3,0.14
Injury Crash,02-06-2022 17:30,Maryland (State),NEW HAMPSHIRE AVE,N/A,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,PASSENGER CAR,MAKING LEFT TURN,South,West,45,2010,HOND,0,0,0,0
Property Damage Crash,02-06-2022 18:00,Maryland (State),16TH ST,N/A,HEAD ON LEFT TURN,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,No,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,STARTING FROM LANE,South,South,35,2014,VOLVO,0,0,0,0
Property Damage Crash,02-06-2022 18:07,Maryland (State),MUNCASTER MILL RD,N/A,OTHER,CLEAR,DRY,DAYLIGHT,N/A,Yes,NO APPARENT INJURY,UNKNOWN,PASSENGER CAR,STARTING FROM PARKED,Unknown,Unknown,15,2004,GMC,5.8,52.1,44.6,0
Injury Crash,02-06-2022 19:20,County,SECOND AVE,N/A,STRAIGHT MOVEMENT ANGLE,CLOUDY,DRY,DAYLIGHT,STOP SIGN,No,NO APPARENT INJURY,NOT DISTRACTED,TRANSIT BUS,MOVING CONSTANT SPEED,North,North,30,2006,GILLIG,8.3,329,20.4,0
Property Damage Crash,02-06-2022 20:25,Maryland (State),UNIVERSITY BLVD E,N/A,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,No,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,MOVING CONSTANT SPEED,East,East,40,2000,TOYT,0,0,0,0
Property Damage Crash,02-06-2022 20:25,County,EPSILON DR,N/A,SAME DIR REND RIGHT TURN,CLEAR,WET,DAYLIGHT,TRAFFIC SIGNAL,No,NO APPARENT INJURY,NOT DISTRACTED,TRANSIT BUS,STOPPED IN TRAFFIC LANE,South,South,45,2005,ORION,6.3,178,44,0
Injury Crash,02-06-2022 20:47,Maryland (State),CONNECTICUT AVE,N/A,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,POSSIBLE INJURY,UNKNOWN,PASSENGER CAR,MAKING LEFT TURN,East,South,30,2014,VOLKSWAGEN,6.1,33.1,29.2,0
Property Damage Crash,02-06-2022 20:47,Maryland (State),RIVER RD,N/A,HEAD ON LEFT TURN,SNOW,WET,DAYLIGHT,TRAFFIC SIGNAL,No,NO APPARENT INJURY,NOT DISTRACTED,PICKUP TRUCK,MOVING CONSTANT SPEED,East,East,35,2008,FORD,5.6,144,41.4,0
Property Damage Crash,02-06-2022 21:06,County,GOSHEN RD,N/A,SAME DIRECTION SIDESWIPE,N/A,DRY,DARK LIGHTS ON,N/A,Yes,NO APPARENT INJURY,UNKNOWN,UNKNOWN,MOVING CONSTANT SPEED,North,North,35,0,UNKNOWN,0,0,0,0
Injury Crash,02-06-2022 22:00,County,RIDGEFIELD RD,N/A,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,MAKING LEFT TURN,South,South,25,2015,SUBARU,10.5,287,17.9,0
Injury Crash,02-06-2022 22:00,Maryland (State),ROCKVILLE PIKE,N/A,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,POSSIBLE INJURY,NOT DISTRACTED,PASSENGER CAR,MOVING CONSTANT SPEED,North,North,40,2019,HONDA,3.7,41.3,41.2,0
Property Damage Crash,02-06-2022 22:08,US (State),COLUMBIA PIKE,N/A,OTHER,CLOUDY,WET,DAWN,TRAFFIC SIGNAL,No,NO APPARENT INJURY,NOT DISTRACTED,SCHOOL BUS,MOVING CONSTANT SPEED,North,North,50,2011,THOMAS,4,30,32.6,0
Property Damage Crash,03-06-2022 01:50,County,SAM EIG HWY,N/A,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,YIELD SIGN,No,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,STOPPED IN TRAFFIC LANE,West,South,25,2012,HONDA,1.7,33.7,26,0
Property Damage Crash,03-06-2022 01:50,,,,OTHER,CLEAR,,DAYLIGHT,N/A,Yes,NO APPARENT INJURY,UNKNOWN,UNKNOWN,BACKING,West,West,5,0,UNKNOWN,1.7,306,49.5,0
Injury Crash,03-06-2022 01:50,Maryland (State),GERMANTOWN RD,N/A,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,SUSPECTED MINOR INJURY,LOOKED BUT DID NOT SEE,PASSENGER CAR,MOVING CONSTANT SPEED,North,North,45,1998,HYUN,0,0,0,0
Property Damage Crash,03-06-2022 01:50,Maryland (State),COLESVILLE RD,N/A,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,NO APPARENT INJURY,NOT DISTRACTED,OTHER,CHANGING LANES,East,East,30,1991,GM,1,26.4,22.2,0
Injury Crash,03-06-2022 02:30,County,BARNESVILLE RD,N/A,OPPOSITE DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,N/A,No,SUSPECTED MINOR INJURY,NOT DISTRACTED,PICKUP TRUCK,MOVING CONSTANT SPEED,West,West,40,1994,CHEVY,10.4,43.4,31,0
Property Damage Crash,03-06-2022 03:30,,,,OTHER,CLOUDY,,DAYLIGHT,NO CONTROLS,Yes,NO APPARENT INJURY,NOT DISTRACTED,POLICE VEHICLE/EMERGENCY,BACKING,West,North,5,2016,FORD,5.2,264,46.6,0
Property Damage Crash,03-06-2022 03:41,Municipality,TOWER OAKS BLVD,ROCKVILLE,SINGLE VEHICLE,RAINING,WET,DAYLIGHT,NO CONTROLS,Yes,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,MAKING LEFT TURN,South,South,35,2008,FORD,0,0,0,0
Property Damage Crash,03-06-2022 04:06,Maryland (State),FOREST GLEN RD,N/A,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,PICKUP TRUCK,MOVING CONSTANT SPEED,East,East,35,2020,FORD,2.1,40.6,30.8,0
Injury Crash,03-06-2022 06:56,County,HALL RD,N/A,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,STOP SIGN,Yes,POSSIBLE INJURY,NOT DISTRACTED,PASSENGER CAR,MAKING LEFT TURN,East,South,25,2012,MAZDA,8.8,27.9,17.6,0
Injury Crash,03-06-2022 07:30,Maryland (State),OLNEY SANDY SPRING RD,N/A,STRAIGHT MOVEMENT ANGLE,N/A,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,PASSENGER CAR,MOVING CONSTANT SPEED,East,East,35,1994,FORD,7.8,34.6,19.6,0
Property Damage Crash,03-06-2022 07:30,County,RANDOLPH RD,N/A,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,No,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,STOPPED IN TRAFFIC LANE,West,West,45,2012,HONDA,6.9,148,27.2,0
Property Damage Crash,03-06-2022 07:30,County,KEMP MILL RD,N/A,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,NO APPARENT INJURY,UNKNOWN,PASSENGER CAR,SLOWING OR STOPPING,East,East,35,2015,ISUZU,8.4,62.1,58.1,0
Property Damage Crash,03-06-2022 08:30,,,,SINGLE VEHICLE,CLOUDY,,DARK LIGHTS ON,N/A,Yes,NO APPARENT INJURY,UNKNOWN,VAN,UNKNOWN,North,North,5,2014,GMC,11.6,38.3,27.9,0
Injury Crash,03-06-2022 11:30,Maryland (State),SPENCERVILLE RD,N/A,SINGLE VEHICLE,N/A,DRY,DARK LIGHTS ON,N/A,Yes,SUSPECTED MINOR INJURY,NOT DISTRACTED,PASSENGER CAR,MOVING CONSTANT SPEED,West,West,35,2016,HONDA,,,,
Property Damage Crash,03-06-2022 11:30,Municipality,E MIDDLE LA,ROCKVILLE,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,STOP SIGN,Yes,NO APPARENT INJURY,NOT DISTRACTED,(SPORT) UTILITY VEHICLE,MAKING LEFT TURN,West,West,25,2011,AUDI,1.5,43.7,23.4,0
Property Damage Crash,03-06-2022 12:00,Government,BEACH DR,N/A,SINGLE VEHICLE,RAINING,WET,DARK NO LIGHTS,NO CONTROLS,Yes,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,UNKNOWN,North,North,25,2007,TOYO,3.2,40.4,30,0
Property Damage Crash,03-06-2022 12:00,County,SHADY GROVE RD,N/A,SAME DIR REAR END,N/A,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,STOPPED IN TRAFFIC LANE,West,West,35,2015,MAZD,1.5,296,26.9,0
Property Damage Crash,03-06-2022 12:00,Maryland (State),GEORGIA AVE,N/A,OPPOSITE DIR BOTH LEFT TURN,CLOUDY,DRY,DAYLIGHT,STOP SIGN,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,PASSENGER CAR,MAKING LEFT TURN,West,West,40,2002,HOND,12.9,44.5,26.1,0
Injury Crash,03-06-2022 12:50,Maryland (State),UNIVERSITY BLVD W,N/A,STRAIGHT MOVEMENT ANGLE,CLOUDY,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,NO APPARENT INJURY,UNKNOWN,PASSENGER CAR,MOVING CONSTANT SPEED,West,West,35,2009,TOYT,1.8,154,31.8,0
Property Damage Crash,03-06-2022 12:50,County,MACARTHUR BLVD,N/A,STRAIGHT MOVEMENT ANGLE,CLOUDY,DRY,DAYLIGHT,STOP SIGN,Yes,NO APPARENT INJURY,UNKNOWN,PASSENGER CAR,MAKING LEFT TURN,East,South,30,2015,NISS,0,0,0,0
Injury Crash,03-06-2022 14:40,Maryland (State),UNIVERSITY BLVD E,N/A,STRAIGHT MOVEMENT ANGLE,RAINING,WET,DAYLIGHT,NO CONTROLS,No,SUSPECTED MINOR INJURY,LOOKED BUT DID NOT SEE,PASSENGER CAR,MOVING CONSTANT SPEED,West,West,35,2004,HONDA,3.3,107,40.2,0
Property Damage Crash,03-06-2022 14:40,Maryland (State),GERMANTOWN RD,N/A,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,No,NO APPARENT INJURY,NOT DISTRACTED,VAN,SLOWING OR STOPPING,East,East,40,2004,TOYT,3.7,51.9,50.2,0
Property Damage Crash,03-06-2022 17:52,Interstate (State),CAPITAL BELTWAY,N/A,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,No,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,SLOWING OR STOPPING,West,West,35,2018,TOYOTA,1.5,311,53.2,0
Injury Crash,03-06-2022 17:52,Maryland (State),GEORGIA AVE,N/A,SAME DIRECTION RIGHT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,POSSIBLE INJURY,NOT DISTRACTED,PASSENGER CAR,STARTING FROM LANE,East,East,30,2006,TOYT,0,0,0,0
Property Damage Crash,03-06-2022 17:52,Maryland (State),VEIRS MILL RD,N/A,SAME DIR REAR END,RAINING,WET,DAYLIGHT,TRAFFIC SIGNAL,No,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,SLOWING OR STOPPING,East,East,40,2012,CHEV,0,0,0,0
Property Damage Crash,03-06-2022 18:54,Maryland (State),OLD GEORGETOWN RD,N/A,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,PASSENGER CAR,MOVING CONSTANT SPEED,South,South,45,2011,FORD,6.8,45.7,29.6,0
Injury Crash,03-06-2022 18:54,County,RICHTER FARM RD,N/A,SAME DIRECTION LEFT TURN,CLEAR,WET,DAYLIGHT,STOP SIGN,No,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,MOVING CONSTANT SPEED,East,East,35,2004,TOYOTA,8.6,181,16.3,0
Property Damage Crash,03-06-2022 19:16,,,,STRAIGHT MOVEMENT ANGLE,CLEAR,,DARK LIGHTS ON,NO CONTROLS,No,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,STOPPED IN TRAFFIC LANE,South,South,25,2017,TOYOTA,5.3,39.9,25.1,0
Property Damage Crash,03-06-2022 19:35,Maryland (State),MONTGOMERY VILLAGE AVE,GAITHERSBURG,SAME DIRECTION LEFT TURN,RAINING,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,Yes,NO APPARENT INJURY,UNKNOWN,PASSENGER CAR,CHANGING LANES,North,North,35,2004,GMC,0,0,0,0
Property Damage Crash,03-06-2022 20:34,County,SENECA MEADOWS PKWY,N/A,SAME DIRECTION SIDESWIPE,RAINING,WET,DARK LIGHTS ON,NO CONTROLS,Yes,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,MOVING CONSTANT SPEED,North,North,35,2006,NISS,11,46.3,32.8,0
Property Damage Crash,03-06-2022 21:47,County,FAIRLAND RD,N/A,SINGLE VEHICLE,RAINING,WET,DAYLIGHT,TRAFFIC SIGNAL,Yes,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,MOVING CONSTANT SPEED,East,East,40,2016,MERZ,5.8,34.6,20,0
Property Damage Crash,03-06-2022 21:47,Maryland (State),RIDGE RD,N/A,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,NO APPARENT INJURY,UNKNOWN,(SPORT) UTILITY VEHICLE,MOVING CONSTANT SPEED,North,North,40,2008,NISSAN,0,0,0,0
Injury Crash,03-06-2022 21:54,County,CINNABAR DR,N/A,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DARK LIGHTS ON,STOP SIGN,Yes,NO APPARENT INJURY,UNKNOWN,VAN,STARTING FROM LANE,North,North,25,2019,FORD,1.7,216,30.2,0
Property Damage Crash,03-06-2022 22:14,Maryland (State),GREAT SENECA HWY,N/A,OTHER,N/A,DRY,DAYLIGHT,NO CONTROLS,Yes,NO APPARENT INJURY,NOT DISTRACTED,,MOVING CONSTANT SPEED,South,South,50,0,UNKNOWN,0,0,0,0
Property Damage Crash,03-06-2022 22:14,County,DEMOCRACY BLVD,N/A,SAME DIR REAR END,CLOUDY,DRY,DAYLIGHT,NO CONTROLS,No,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,STOPPED IN TRAFFIC LANE,West,West,35,2015,FORD,0,0,0,0
Injury Crash,03-06-2022 22:55,Maryland (State),VEIRS MILL RD,N/A,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,STOP SIGN,No,POSSIBLE INJURY,NOT DISTRACTED,PASSENGER CAR,SLOWING OR STOPPING,East,East,35,2007,MAZDA,2.6,35.8,22.3,0
Property Damage Crash,03-06-2022 22:57,Maryland (State),CONNECTICUT AVE,N/A,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,NO APPARENT INJURY,UNKNOWN,OTHER,MAKING LEFT TURN,East,South,35,2006,FORD,0,0,0,0
Property Damage Crash,04-06-2022 04:55,,,,STRAIGHT MOVEMENT ANGLE,CLEAR,,DAYLIGHT,NO CONTROLS,No,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,MOVING CONSTANT SPEED,East,East,15,2014,TOYOTA,2,46.6,43.9,0
Property Damage Crash,04-06-2022 05:44,,,,SINGLE VEHICLE,CLEAR,,DAYLIGHT,N/A,Yes,NO APPARENT INJURY,NOT DISTRACTED,(SPORT) UTILITY VEHICLE,BACKING,South,South,5,2014,KIA,6.8,321,25.1,0
Injury Crash,04-06-2022 05:44,Maryland (State),CLARKSBURG RD,N/A,HEAD ON,CLEAR,DRY,DAYLIGHT,NO CONTROLS,No,POSSIBLE INJURY,NOT DISTRACTED,(SPORT) UTILITY VEHICLE,MOVING CONSTANT SPEED,South,South,40,2012,JEEP,3.2,39.3,39.3,0.02
Property Damage Crash,04-06-2022 07:39,,,,OTHER,CLEAR,,DUSK,NO CONTROLS,Yes,NO APPARENT INJURY,UNKNOWN,PASSENGER CAR,BACKING,Unknown,Unknown,25,2014,ACURA,7.7,194,52.5,0
Property Damage Crash,04-06-2022 07:39,County,HUNTINGTON PKWY,N/A,SAME DIRECTION SIDESWIPE,RAINING,WET,DAYLIGHT,TRAFFIC SIGNAL,No,NO APPARENT INJURY,NOT DISTRACTED,(SPORT) UTILITY VEHICLE,MAKING LEFT TURN,South,South,35,2008,HYUND,7.5,300,31.2,0
Property Damage Crash,04-06-2022 08:20,Interstate (State),CAPITAL BELTWAY,N/A,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,N/A,No,NO APPARENT INJURY,NOT DISTRACTED,"CARGO VAN/LIGHT TRUCK 2 AXLES (OVER 10,000LBS (4,536 KG))",PARKING,West,West,60,2015,TOYOTA,9.5,47,28.8,0
Property Damage Crash,04-06-2022 08:20,County,LOCKWOOD DR,N/A,SAME DIR REND RIGHT TURN,CLEAR,DRY,DAYLIGHT,NO CONTROLS,No,NO APPARENT INJURY,NOT DISTRACTED,TRANSIT BUS,ACCELERATING,North,North,25,2021,NEW FLYER,0,0,0,0
Property Damage Crash,04-06-2022 08:22,County,SHADY GROVE RD,N/A,SAME DIRECTION RIGHT TURN,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,Yes,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,MAKING RIGHT TURN,Unknown,North,40,2014,HONDA,4.3,114,31.1,0
Property Damage Crash,04-06-2022 08:33,County,NORWOOD RD,N/A,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,No,NO APPARENT INJURY,NOT DISTRACTED,POLICE VEHICLE/NON EMERGENCY,STOPPED IN TRAFFIC LANE,South,South,40,2014,DODGE,3.9,43.3,28.8,0
Injury Crash,04-06-2022 08:43,County,GOSHEN RD,N/A,STRAIGHT MOVEMENT ANGLE,RAINING,WET,DAYLIGHT,STOP SIGN,No,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,SLOWING OR STOPPING,East,South,30,2009,TOYT,5,50.5,39.8,0
Property Damage Crash,04-06-2022 08:45,County,DAWSON FARM RD,N/A,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,SLOWING OR STOPPING,East,East,30,2003,LEXUS,3.8,271,20.2,0
Injury Crash,04-06-2022 08:45,Maryland (State),GEORGIA AVE,N/A,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,Yes,NO APPARENT INJURY,NOT DISTRACTED,(SPORT) UTILITY VEHICLE,MAKING LEFT TURN,West,North,40,2010,TOYOTA,2.1,256,-1.1,0
Property Damage Crash,04-06-2022 09:30,County,MUDDY BRANCH RD,GAITHERSBURG,SINGLE VEHICLE,RAINING,WET,DAYLIGHT,NO CONTROLS,Yes,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,MOVING CONSTANT SPEED,East,North,25,1999,FORD,0,0,0,0
Property Damage Crash,04-06-2022 09:30,Maryland (State),MUNCASTER MILL RD,N/A,SAME DIR REAR END,N/A,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,NO APPARENT INJURY,NOT DISTRACTED,(SPORT) UTILITY VEHICLE,MOVING CONSTANT SPEED,North,North,40,2010,TOYOTA,6.5,55,39.5,0
Injury Crash,04-06-2022 09:30,Maryland (State),FREDERICK RD,N/A,HEAD ON LEFT TURN,CLEAR,DRY,DUSK,TRAFFIC SIGNAL,No,POSSIBLE INJURY,NOT DISTRACTED,PASSENGER CAR,STOPPED IN TRAFFIC LANE,South,West,25,2014,HONDA,0,0,0,0
Injury Crash,04-06-2022 09:50,County,CENTERWAY RD,N/A,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,Yes,SUSPECTED MINOR INJURY,UNKNOWN,PASSENGER CAR,MOVING CONSTANT SPEED,East,East,30,2011,LEXUS,2,9,31.3,0
Property Damage Crash,04-06-2022 09:50,Maryland (State),KEMPTOWN RD,N/A,STRAIGHT MOVEMENT ANGLE,RAINING,WET,DAYLIGHT,OTHER,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,PICKUP TRUCK,BACKING,Unknown,Unknown,5,2004,FORD,13.2,32.7,22.9,0
Property Damage Crash,04-06-2022 11:25,Maryland (State),CLOPPER RD,N/A,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,PASSENGER CAR,SLOWING OR STOPPING,East,East,40,2017,VOLKSWAGEN,2.3,5,40.3,0
Property Damage Crash,04-06-2022 11:50,Maryland (State),MASSACHUSETTS AVE,N/A,SAME DIR REAR END,N/A,N/A,DARK LIGHTS ON,NO CONTROLS,Yes,NO APPARENT INJURY,OTHER DISTRACTION,PASSENGER CAR,MOVING CONSTANT SPEED,East,East,35,2011,MINI,0,0,0,0
Injury Crash,04-06-2022 11:50,Maryland (State),WOODFIELD RD,N/A,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,PASSENGER CAR,ENTERING TRAFFIC LANE,North,North,45,2005,NISS,1.9,259,29,0
Property Damage Crash,04-06-2022 11:50,Maryland (State),OLD GEORGETOWN RD,N/A,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,STARTING FROM LANE,South,West,35,2012,VOLK,0,0,0,0
Property Damage Crash,04-06-2022 12:00,Maryland (State),NEW HAMPSHIRE AVE,N/A,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,SLOWING OR STOPPING,North,North,40,1994,TOYOTA,0,0,0,0
Injury Crash,04-06-2022 12:05,County,E RANDOLPH RD,N/A,SAME DIR REAR END,CLOUDY,DRY,DAYLIGHT,TRAFFIC SIGNAL,No,POSSIBLE INJURY,NOT DISTRACTED,PASSENGER CAR,SLOWING OR STOPPING,West,West,40,2015,CHRYSLER,1.7,18,18.7,0
Property Damage Crash,04-06-2022 13:03,Maryland (State),ROCKVILLE PIKE,N/A,SAME DIR REAR END,CLEAR,N/A,DAYLIGHT,TRAFFIC SIGNAL,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,PASSENGER CAR,MOVING CONSTANT SPEED,North,North,45,2013,TOYOTA,2.2,45.1,39.1,0
Property Damage Crash,04-06-2022 13:03,County,RICHTER FARM RD,N/A,ANGLE MEETS RIGHT TURN,CLOUDY,WET,DAYLIGHT,STOP SIGN,No,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,MOVING CONSTANT SPEED,East,East,35,2014,MERZ,1.1,29.3,24.4,0
Property Damage Crash,04-06-2022 14:50,Maryland (State),WOODFIELD RD,N/A,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,OTHER,No,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,MOVING CONSTANT SPEED,North,North,35,2015,MAZDA,1.9,41.4,41.3,0.02
Property Damage Crash,04-06-2022 14:50,Maryland (State),WILSON LA,N/A,STRAIGHT MOVEMENT ANGLE,CLEAR,N/A,DAYLIGHT,STOP SIGN,No,NO APPARENT INJURY,NOT DISTRACTED,PASSENGER CAR,MOVING CONSTANT SPEED,West,West,30,2005,BMW,7.5,357,33.8,0.05
Property Damage Crash,04-06-2022 14:50,County,FRIENDSHIP BLVD,N/A,SAME DIRECTION LEFT TURN,CLEAR,DRY,DAYLIGHT,NO CONTROLS,Yes,NO APPARENT INJURY,NOT DISTRACTED,(SPORT) UTILITY VEHICLE,MOVING CONSTANT SPEED,North,North,30,2007,MERCEDES,2.5,38.6,38.3,0
